Repo Name,URL,Team Ownership,In Prod?,Has useful Readme?,Language(s),Version(s),Product Family,What is it?,GA vs Jenkins,GHAS Critical Vulnerabilities Count,Disposition,Last Update,"Criticality (if it goes down/stops is it P0,1,2, etc)",Alerting?/Monitoring,Unit Test Coverage %,Critical Path test cases (count),Critical Path coverage %,E2E Tests Count,E2E Test Coverage %,AWS Resource Tagging,On Mobius?,Needs Translations?,IC Owner,Status,EKS Deploy Ready,EKS Deploy Notes,Pre-Deploy Hook
api-node-listing-monitor,https://github.com/boatsgroup/api-node-listing-monitor,Core Eng,TRUE,No,"JavaScript, TypeScript, Dockerfile",20,Core,Used to keep elastic up to date with listings based and reindex from databse updates,GitHub Actions,1,Replace/Retire,2025-11-12,,,,,,0,,,FALSE,,,,Yes,
api-node-mail,https://github.com/boatsgroup/api-node-mail,Core Eng,TRUE,Yes,"JavaScript, TypeScript",20,Core,handles sending mail via sns,Github Actions,2,Keep,2025-05-12,,,,,,0,,,FALSE,,,Done,Yes,
api-node-make-model,https://github.com/boatsgroup/api-node-make-model,Core Eng,TRUE,Yes,"TypeScript, JavaScript",20,Core,api for make and model information ,Github Actions,1,Keep,2025-11-11,,,,,,0,,,FALSE,,,,Yes,
api-node-provisioning,https://github.com/boatsgroup/api-node-provisioning,Core Eng,TRUE,Yes,"TypeScript, JavaScript, Dockerfile",20,Core,api wrapper for lib-node-provisioning for non node access,GitHub Actions,1,Keep,2025-11-14,,,,,,0,,,FALSE,,,,Yes,
api-node-search,https://github.com/boatsgroup/api-node-search,Core Eng,TRUE,Yes,"TypeScript, JavaScript, Dockerfile",20,Core,new search api for products infra,Github Actions,0,Keep,2025-10-17,,,,,,6,,,FALSE,,,,Yes,
api-node-template,https://github.com/boatsgroup/api-node-template,Core Eng,FALSE,Yes,"Shell, TypeScript, JavaScript, HCL, Dockerfile, Makefile",20,Core,Basic api used to create all new api's ,GitHub Actions,0,Keep,2025-11-12,,,,,,0,,,FALSE,,,,Yes,
api-node-whisper,https://github.com/boatsgroup/api-node-whisper,Core Eng,TRUE,Yes,"JavaScript, TypeScript, Dockerfile, Makefile",20,Core,Used the interface between Twillio and provisioning for phone numbers,Github Actions,1,Keep,2025-11-20,,,,,,0,,,FALSE,,,,Yes,,DB migration (sequelize/knex via SSM /configd/api-node-whisper/sql)
api-node-yw-fsbo,https://github.com/boatsgroup/api-node-yw-fsbo,Optimus Prime,TRUE,No,"JavaScript, TypeScript",Node 20,Marketplaces - Web,API for the backend layer of webapp-react-yw-fsbo (BW page to manage YW FSBO leads),Github Actions,1,Keep,2025-10-15,P0,,,,,0,,,FALSE,,,,Yes,
api-node-ai-facet-formatter,https://github.com/boatsgroup/api-node-ai-facet-formatter,R&D,,Yes,JavaScript,,,,Jenkins,2,,2025-04-16,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-ai-image-processor,https://github.com/boatsgroup/api-node-ai-image-processor,FOX,TRUE,No,"HTML, JavaScript, TypeScript, Shell",,AI Image enhacement service,,Jenkins,5,Keep,2025-08-06,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-ai-product-description-generation,https://github.com/boatsgroup/api-node-ai-product-description-generation,FOX,TRUE,Yes,"JavaScript, TypeScript, Shell",,Generates AI descriptions,,Jenkins,2,Keep,2025-07-02,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-boattrader,https://github.com/boatsgroup/api-node-boattrader,NArwhals,TRUE,No,"JavaScript, TypeScript, Makefile, Dockerfile",20,Marketplaces - Web,API for Boat Trader web and app,Github Actions,2,Keep,2025-11-20,P0,AWS Healthchecks,100,,,0,,,FALSE,N/A,Isaiah,Audited,No,Missing config/ directory; Missing OIDC IAM role
api-node-brochure,https://github.com/boatsgroup/api-node-brochure,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,Api-node-brochure is a Node.js API service to generate customized PDF and HTML brochures from boat listing data.,,GitHub Actions,2,Keep,2025-11-06,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-bw-traffic-reporter,https://github.com/boatsgroup/api-node-bw-traffic-reporter,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=14 <15,A Node.js API service providing traffic reporting and lead analytics for boat/yacht listings.,,GitHub Actions,1,Replace/Retire,2025-10-08,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-chat,https://github.com/boatsgroup/api-node-chat,R&D,,Yes,"TypeScript, JavaScript",,Core,,Jenkins,2,Keep,2025-09-22,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-communicator,https://github.com/boatsgroup/api-node-communicator,FSBO,,Yes,"TypeScript, JavaScript, Shell, Makefile, Dockerfile, Bru",,FSBO,,Jenkins,2,,2025-11-21,,,,,,0,,,FALSE,,,,No,Jenkins only,DB migration (sequelize via SSM /configd/api-node-communicator/sql)
api-node-conceal,https://github.com/boatsgroup/api-node-conceal,FSBO,,Yes,"JavaScript, Makefile, TypeScript, Dockerfile",,FSBO,,Jenkins,2,,2025-04-18,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-dashboard-fsbo,https://github.com/boatsgroup/api-node-dashboard-fsbo,FSBO,,Yes,"TypeScript, JavaScript",,FSBO,,Jenkins,2,,2025-04-28,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-datastore,https://github.com/boatsgroup/api-node-datastore,Core Eng,TRUE,Yes,"JavaScript, TypeScript",20,Core,used by DNA to pull listing data,Github Actions,2,Keep,2025-04-17,,,,,,0,,,FALSE,,,Done,No,Missing config/ directory; Missing OIDC IAM role
api-node-datax,https://github.com/boatsgroup/api-node-datax,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,"DataX API (api-node-datax) is a Node.js API service that manages data feed ingestion, transformation, and distribution for the Boats Group ecosystem.",,GitHub Actions,2,Keep,2025-07-02,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-dealer-locator,https://github.com/boatsgroup/api-node-dealer-locator,NArwhals,TRUE,No,"JavaScript, TypeScript",20,Marketplaces - Web,Dealer locator for OEMs on OEM pages,Jenkins,2,Upgrade framework,2025-04-30,P1,AWS Healthchecks,100,100,100,0,,,FALSE,,Carlos,Audited,No,Jenkins only
api-node-fsbo,https://github.com/boatsgroup/api-node-fsbo,FSBO,,No,"JavaScript, Shell, Bru, HTML",,FSBO,,Both,3,,2025-11-10,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-fsbo-ts-tools,https://github.com/boatsgroup/api-node-fsbo-ts-tools,FSBO,,Yes,"TypeScript, JavaScript",,FSBO,,Jenkins,2,,2025-06-25,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-geo,https://github.com/boatsgroup/api-node-geo,Core Eng,TRUE,Yes,"TypeScript, JavaScript",20,Core,address lookups for lat/lon,Github Actions,2,Keep,2025-11-05,,,,,,0,,,FALSE,,,Done,No,Missing config/ directory; Missing OIDC IAM role
api-node-html2pdf,https://github.com/boatsgroup/api-node-html2pdf,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,A service providing RESTful API endpoints for converting HTML content to PDF documents.,,Jenkins,2,Keep,2025-04-22,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-image-detector,https://github.com/boatsgroup/api-node-image-detector,R&D,,Yes,"TypeScript, Shell, JavaScript",,,,Both,0,,2025-09-15,,,,,,0,,,FALSE,,,,No,Missing OIDC IAM role
api-node-jwt,https://github.com/boatsgroup/api-node-jwt,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,An internal service to centralize JWT (JSON Web Token) encoding and decoding operations across multiple services within the organization.,,Jenkins,0,Keep,2025-11-06,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-leadsmart,https://github.com/boatsgroup/api-node-leadsmart,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20 <21,API Node Leadsmart is a API service built on Hapi.js providing lead management capabilities for the Boats Group ecosystem.,,Jenkins,1,Keep,2025-11-20,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-listing-checker,https://github.com/boatsgroup/api-node-listing-checker,Core Eng,TRUE,Yes,JavaScript,14,Core,Checks listings for non permited statues and generates as report,Jenkins,2,Keep,2025-04-14,,,,,,0,,,FALSE,,,Done,No,Jenkins only
api-node-market-insights,https://github.com/boatsgroup/api-node-market-insights,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,Api-node-market-insights is a Node.js API service providing market insights reporting functionality for marine vessel sales data.,,GitHub Actions,2,Replace/Retire,2025-06-30,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-mls-soldboats,https://github.com/boatsgroup/api-node-mls-soldboats,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,Api-node-mls-soldboats is a backend API service for a middle-layer abstraction between the Boats Group ecosystem and its boat listing data.,,GitHub Actions,3,Keep,2025-10-29,,,,,,0,,,FALSE,,,,No,Missing config/ directory; Missing OIDC IAM role
api-node-myboats,https://github.com/boatsgroup/api-node-myboats,NArwhals,TRUE,No,"JavaScript, TypeScript",20,Marketplaces - Web,API for My Boats frontend,Jenkins,3,Keep,2025-08-07,P0,AWS health checks and a cloudwatch alarm,93.8,,,0,,,FALSE,N/A,Isaiah,Audited,No,Jenkins only
api-node-platform,https://github.com/boatsgroup/api-node-platform,Optimus Prime,TRUE,Yes,"JavaScript, TypeScript, Makefile, Shell",Node 20,Marketplaces - Web,Orchestrator for TPP portals (portal-react-platform),AWS Codebuild,2,Keep,2025-11-20,P0,,,,,0,,,FALSE,,,,No,AWS CodeBuild
api-node-poc-nlp-search,https://github.com/boatsgroup/api-node-poc-nlp-search,R&D,TRUE,No,"HTML, JavaScript, TypeScript, Shell",,Core,,Jenkins,4,Keep,2025-11-12,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-salesforce-sync,https://github.com/boatsgroup/api-node-salesforce-sync,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,A bidirectional synchronization service that acts as a bridge between Salesforce CRM and the internal BoatWizard/Provisioning system.,,Jenkins,3,Keep,2025-11-13,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-saved-search,https://github.com/boatsgroup/api-node-saved-search,NArwhals,TRUE,Yes,"JavaScript, Makefile, TypeScript, Dockerfile",20,Marketplaces - Web,Saves saved searches from marketplaces,Jenkins,2,Keep,2025-04-17,P0,AWS Healthchecks,100,100,100,0,0,,FALSE,N/A,Matt,Audited,No,Jenkins only
api-node-search-api,https://github.com/boatsgroup/api-node-search-api,CorpIT,,No,JavaScript,,Core,,None,1,,2025-04-16,,,,,,0,,,FALSE,,,,No,No CI platform
api-node-sfmc,https://github.com/boatsgroup/api-node-sfmc,FOX,TRUE,Yes,JavaScript/TypeScript,Node.js >=20,A service API for an integration layer between internal Boats Group services and Salesforce Marketing Cloud (SFMC).,,Jenkins,3,Replace/Retire,2025-06-17,,,,,,0,,,FALSE,,,,No,Jenkins only
api-node-spam-fraud,https://github.com/boatsgroup/api-node-spam-fraud,FSBO,,Yes,"TypeScript, JavaScript, Bru, Shell, CSS",,FSBO,,Jenkins,2,,2025-11-21,,,,,,0,,,FALSE,,,,No,Jenkins only,DB migration (kysely via SSM /configd/api-node-spam-fraud/db/spamdb)
api-node-user-management,https://github.com/boatsgroup/api-node-user-management,NArwhals,TRUE,Yes,"JavaScript, TypeScript",20,Marketplaces - Web,API for User Management,Jenkins,2,Keep,2025-07-31,P0,"AWS Healthchecks, max tasks alarm, min tasks alarm",100,,,0,,,FALSE,N/A,Isaiah,Audited,No,Jenkins only,DB migration (sequelize/knex via SSM /configd/api-node-user-management/mysql)
api-node-verification,https://github.com/boatsgroup/api-node-verification,FSBO,,Yes,"TypeScript, JavaScript",,FSBO,,Both,1,,2025-11-19,,,,,,0,,,FALSE,,,,No,Missing OIDC IAM role,DB migration (via SSM /configd/api-node-verification/db/verificationdb)
api-node-ycm-async,https://github.com/boatsgroup/api-node-ycm-async,YC,TRUE,Yes,JavaScript,Node 14,Seller Tools,Handles async tasks for YC,Jenkins,1,Replace/Retire,2025-07-23,,,,,,0,,,FALSE,,,,No,Jenkins only
